Timestamp,Temperature,Pressure,Vibration,Speed,Current,Voltage,Flow_Rate,Humidity,Material_Thickness,Tool_Wear,Response
2015-09-02 19:00:00,72.5,15.3,1.1,1176,4.1,222,12.7,41,2.2,0.27,0
2015-09-02 19:15:00,72.9,15.0,0.9,1204,4.3,223,12.5,50,2.2,0.24,0
2015-09-02 19:30:00,72.3,15.1,1.1,1194,4.1,221,12.9,40,2.2,0.27,0
2015-09-02 19:45:00,69.6,14.7,0.8,1202,4.1,222,12.5,46,2.3,0.26,0
2015-09-02 20:00:00,69.9,16.0,0.8,1195,3.8,222,12.9,44,2.3,0.22,0
2015-09-02 20:15:00,70.7,15.6,0.9,1201,3.8,221,13.1,47,2.3,0.26,0
2015-09-02 20:30:00,72.5,14.8,1.1,1186,4.1,218,12.9,44,2.2,0.26,0
2015-09-02 20:45:00,70.9,15.8,0.9,1170,3.9,228,12.7,46,2.2,0.24,0
2015-09-02 21:00:00,71.7,15.2,1.2,1187,3.9,223,12.9,44,2.2,0.24,0
2015-09-02 21:15:00,73.8,15.0,1.1,1195,4.2,219,12.4,43,2.2,0.27,0
2015-09-02 21:30:00,71.9,15.8,0.9,1206,4.3,220,12.7,44,2.3,0.25,0
2015-09-02 21:45:00,72.5,15.2,1.1,1196,4.1,222,12.5,44,2.2,0.28,0
2015-09-02 22:00:00,75.3,14.8,1.2,1199,4.0,221,12.6,43,2.1,0.27,0
2015-09-02 22:15:00,71.6,15.0,1.0,1196,4.1,223,13.0,43,2.2,0.28,0
2015-09-02 22:30:00,73.6,15.3,1.3,1196,3.9,221,12.6,46,2.2,0.28,0
2015-09-02 22:45:00,72.0,14.6,1.0,1190,4.1,218,12.6,48,2.3,0.28,0
2015-09-02 23:00:00,73.9,15.2,1.1,1187,4.1,215,12.5,44,2.3,0.26,0
2015-09-02 23:15:00,74.0,14.9,1.2,1178,4.2,220,12.8,39,2.1,0.27,0
2015-09-02 23:30:00,74.6,15.2,1.2,1206,4.1,220,12.4,45,2.1,0.27,0
2015-09-02 23:45:00,74.6,14.8,1.2,1203,4.1,220,12.6,47,2.2,0.26,0
2015-09-03 00:00:00,75.3,14.7,1.2,1206,4.2,218,12.5,45,2.2,0.29,0
2015-09-03 00:15:00,75.6,15.3,1.1,1199,4.2,218,12.3,47,2.1,0.29,0
2015-09-03 00:30:00,75.4,14.6,1.3,1189,4.2,217,12.8,45,2.3,0.28,1
2015-09-03 00:45:00,75.8,14.5,1.1,1207,4.0,221,12.5,42,2.2,0.25,0
2015-09-03 01:00:00,77.8,14.6,1.2,1209,4.1,221,12.6,49,2.1,0.28,0
2015-09-03 01:15:00,76.5,14.9,1.3,1215,4.2,216,12.3,48,2.1,0.31,0
2015-09-03 01:30:00,76.1,15.0,1.4,1206,4.1,217,12.4,43,2.1,0.3,0
2015-09-03 01:45:00,75.3,14.6,1.2,1206,4.3,218,12.0,47,2.1,0.29,0
2015-09-03 02:00:00,77.0,14.3,1.2,1178,4.0,219,12.4,46,2.1,0.25,0
2015-09-03 02:15:00,77.3,15.2,1.2,1207,4.2,219,12.3,44,2.2,0.29,0
2015-09-03 02:30:00,78.8,14.4,1.4,1204,4.2,219,12.1,43,2.1,0.29,0
2015-09-03 02:45:00,76.9,15.1,1.3,1211,4.2,216,12.5,44,2.1,0.31,0
2015-09-03 03:00:00,81.7,14.5,1.5,1211,4.2,216,12.3,50,2.0,0.28,0
2015-09-03 03:15:00,79.2,15.2,1.5,1221,4.1,216,12.0,45,2.1,0.35,0
2015-09-03 03:30:00,79.5,14.2,1.4,1211,4.1,220,12.2,48,2.1,0.31,0
2015-09-03 03:45:00,78.4,14.9,1.3,1196,4.2,219,12.6,48,2.1,0.29,1
2015-09-03 04:00:00,79.6,14.7,1.5,1222,4.2,217,12.2,42,2.0,0.31,0
2015-09-03 04:15:00,80.7,14.2,1.4,1209,4.2,219,12.0,44,2.0,0.28,0
2015-09-03 04:30:00,77.4,14.7,1.3,1211,4.3,219,12.4,45,2.1,0.34,0
2015-09-03 04:45:00,80.5,14.1,1.5,1218,4.4,219,12.2,46,2.1,0.32,0
2015-09-03 05:00:00,82.4,14.5,1.7,1188,4.3,216,12.0,45,1.9,0.33,1
2015-09-03 05:15:00,81.8,14.1,1.5,1227,4.1,216,12.2,46,2.1,0.29,1
2015-09-03 05:30:00,79.9,14.0,1.5,1214,4.3,217,12.4,44,2.0,0.32,0
2015-09-03 05:45:00,79.8,14.2,1.4,1227,4.1,218,11.9,44,2.1,0.3,0
2015-09-03 06:00:00,81.7,14.3,1.4,1220,4.3,214,12.0,41,2.0,0.3,0
2015-09-03 06:15:00,79.2,15.0,1.5,1202,4.3,220,12.4,46,2.1,0.33,0
2015-09-03 06:30:00,79.4,14.4,1.5,1203,4.2,220,12.3,50,2.0,0.31,0
2015-09-03 06:45:00,81.2,14.8,1.4,1219,4.1,217,11.9,50,2.0,0.28,1
2015-09-03 07:00:00,80.8,14.6,1.4,1204,4.3,215,12.3,48,2.1,0.32,1
2015-09-03 07:15:00,78.4,14.6,1.5,1201,4.0,216,12.2,41,2.1,0.28,0
2015-09-03 07:30:00,80.5,14.9,1.4,1206,4.3,215,12.3,45,2.0,0.3,0
2015-09-03 07:45:00,79.4,14.7,1.1,1220,4.3,214,11.9,48,2.1,0.29,0
2015-09-03 08:00:00,79.5,14.3,1.4,1212,4.4,218,12.4,46,2.0,0.26,0
2015-09-03 08:15:00,79.4,14.7,1.4,1210,4.1,220,12.4,44,2.2,0.3,0
2015-09-03 08:30:00,78.3,14.2,1.5,1217,4.3,219,12.6,45,2.1,0.3,0
2015-09-03 08:45:00,80.1,13.6,1.4,1212,4.2,217,12.4,45,2.0,0.33,0
2015-09-03 09:00:00,80.0,14.5,1.5,1210,4.3,218,12.2,47,2.0,0.32,1
2015-09-03 09:15:00,79.0,14.2,1.4,1208,4.1,215,12.0,45,2.1,0.34,0
2015-09-03 09:30:00,78.4,14.6,1.5,1200,4.3,219,12.5,49,2.0,0.33,0
2015-09-03 09:45:00,78.7,14.6,1.5,1221,4.0,217,12.5,46,2.1,0.29,1
2015-09-03 10:00:00,76.8,14.3,1.1,1194,4.1,217,12.6,44,2.2,0.27,0
2015-09-03 10:15:00,78.9,14.3,1.3,1203,4.2,218,12.2,46,2.1,0.34,0
2015-09-03 10:30:00,78.3,14.8,1.2,1189,4.2,221,12.6,42,2.1,0.25,0
2015-09-03 10:45:00,78.9,14.1,1.5,1225,4.2,218,12.6,44,2.0,0.29,1
2015-09-03 11:00:00,77.0,14.6,1.2,1199,4.1,217,12.2,41,2.1,0.25,0
2015-09-03 11:15:00,77.5,14.7,1.2,1202,4.3,216,12.1,46,2.1,0.3,0
2015-09-03 11:30:00,77.2,15.0,1.2,1205,4.0,219,12.4,43,2.1,0.3,0
2015-09-03 11:45:00,77.0,14.6,1.4,1195,4.3,219,12.5,43,2.2,0.32,0
2015-09-03 12:00:00,74.3,14.7,1.0,1203,4.0,219,12.4,48,2.2,0.27,0
2015-09-03 12:15:00,75.0,14.7,1.2,1189,4.2,219,12.7,49,2.2,0.31,0
2015-09-03 12:30:00,75.7,15.0,1.2,1207,4.2,220,12.5,45,2.1,0.29,0
2015-09-03 12:45:00,74.0,14.9,1.0,1187,4.1,220,12.5,42,2.2,0.29,0
2015-09-03 13:00:00,75.7,14.8,1.3,1195,4.1,218,12.6,47,2.2,0.33,0
2015-09-03 13:15:00,75.0,15.1,1.0,1191,4.1,220,12.6,44,2.2,0.27,0
2015-09-03 13:30:00,74.5,14.6,0.9,1190,4.0,218,12.5,47,2.2,0.27,0
2015-09-03 13:45:00,74.9,14.9,1.2,1195,4.1,224,12.5,49,2.1,0.28,0
2015-09-03 14:00:00,73.6,14.5,1.1,1222,4.1,222,12.4,45,2.2,0.3,0
2015-09-03 14:15:00,74.5,15.1,1.0,1182,4.1,222,12.8,43,2.1,0.28,0
2015-09-03 14:30:00,71.5,15.2,0.9,1206,4.1,220,13.0,45,2.3,0.29,0
2015-09-03 14:45:00,73.2,15.1,1.2,1197,4.2,224,12.7,44,2.2,0.22,0
2015-09-03 15:00:00,71.9,15.6,0.9,1195,4.0,223,13.1,46,2.2,0.26,0
2015-09-03 15:15:00,72.8,15.0,1.1,1209,4.1,220,12.7,45,2.2,0.28,0
2015-09-03 15:30:00,71.7,16.1,1.0,1199,4.0,223,12.4,41,2.2,0.31,0
2015-09-03 15:45:00,72.9,15.4,1.0,1200,4.1,223,12.3,42,2.2,0.24,0
2015-09-03 16:00:00,70.3,15.2,1.2,1185,4.0,223,12.4,45,2.3,0.27,0
2015-09-03 16:15:00,71.8,15.8,1.2,1183,3.9,222,12.2,46,2.2,0.3,0
2015-09-03 16:30:00,71.1,15.5,1.0,1179,4.0,226,12.7,45,2.3,0.25,0
2015-09-03 16:45:00,71.9,15.6,1.1,1190,4.0,223,12.3,44,2.3,0.27,0
2015-09-03 17:00:00,69.9,15.3,1.0,1182,3.9,225,12.9,42,2.3,0.24,0
2015-09-03 17:15:00,70.7,15.2,1.0,1200,4.0,223,12.4,47,2.2,0.25,0
2015-09-03 17:30:00,71.3,15.5,0.9,1200,4.0,223,12.5,46,2.2,0.28,0
2015-09-03 17:45:00,68.6,15.6,1.0,1207,3.9,223,12.9,45,2.3,0.24,0
2015-09-03 18:00:00,69.7,15.8,0.9,1177,4.0,222,13.0,42,2.4,0.27,0
2015-09-03 18:15:00,71.4,15.9,0.9,1191,4.1,223,12.4,47,2.3,0.24,0
2015-09-03 18:30:00,69.3,15.5,0.9,1173,3.9,224,13.2,43,2.4,0.27,0
2015-09-03 18:45:00,70.4,15.2,1.0,1185,3.9,222,12.7,46,2.2,0.28,0
2015-09-03 19:00:00,70.4,15.5,0.7,1182,4.0,222,12.4,42,2.1,0.21,0
2015-09-03 19:15:00,71.1,15.4,1.0,1193,4.1,222,12.9,39,2.3,0.24,0
2015-09-03 19:30:00,69.4,15.9,0.8,1182,3.9,223,12.9,47,2.4,0.26,0
2015-09-03 19:45:00,70.6,16.0,1.0,1188,4.0,221,12.3,45,2.3,0.27,0
2015-09-03 20:00:00,71.3,15.4,1.0,1192,4.0,225,12.8,44,2.3,0.28,0
2015-09-03 20:15:00,71.9,15.2,0.9,1201,4.1,219,12.7,47,2.2,0.26,0
2015-09-03 20:30:00,71.4,15.4,1.1,1187,4.1,222,12.5,44,2.2,0.26,0
2015-09-03 20:45:00,71.1,15.3,0.9,1194,4.1,220,12.6,40,2.2,0.26,0
2015-09-03 21:00:00,72.8,15.4,1.1,1189,3.9,221,12.5,44,2.2,0.28,0
2015-09-03 21:15:00,72.4,15.4,1.0,1194,4.1,226,12.4,45,2.2,0.27,0
2015-09-03 21:30:00,71.4,15.4,0.9,1175,4.2,223,12.7,42,2.2,0.27,0
2015-09-03 21:45:00,73.3,15.5,0.9,1194,4.2,219,12.8,48,2.3,0.27,0
2015-09-03 22:00:00,72.8,14.8,1.0,1189,4.1,220,12.7,46,2.2,0.27,1
2015-09-03 22:15:00,72.8,15.4,1.1,1202,4.1,218,12.4,43,2.2,0.25,0
2015-09-03 22:30:00,73.6,14.6,1.0,1208,4.1,219,12.4,40,2.3,0.27,0
2015-09-03 22:45:00,75.0,15.1,1.2,1216,4.2,220,12.5,43,2.1,0.29,0
2015-09-03 23:00:00,75.6,15.3,1.2,1214,4.2,221,12.7,47,2.2,0.33,0
2015-09-03 23:15:00,76.2,14.7,1.3,1183,4.2,217,12.7,49,2.1,0.29,0
2015-09-03 23:30:00,72.4,15.2,1.1,1202,4.1,218,12.7,42,2.1,0.26,0
2015-09-03 23:45:00,75.7,15.0,1.1,1198,4.0,222,12.9,46,2.2,0.27,0
2015-09-04 00:00:00,73.6,15.0,1.1,1191,4.1,219,13.0,42,2.2,0.27,0
2015-09-04 00:15:00,76.4,14.9,1.1,1200,4.2,220,12.2,48,2.0,0.28,0
2015-09-04 00:30:00,74.9,15.3,1.0,1223,4.1,221,12.2,45,2.2,0.28,0
2015-09-04 00:45:00,75.8,14.5,1.1,1213,4.2,222,12.3,45,2.2,0.25,0
2015-09-04 01:00:00,77.9,14.5,1.3,1195,4.0,219,12.5,48,2.1,0.34,0
2015-09-04 01:15:00,78.7,14.8,1.5,1185,4.2,214,12.4,44,2.2,0.31,0
2015-09-04 01:30:00,76.9,14.7,1.2,1191,3.9,220,12.3,49,2.1,0.31,0
2015-09-04 01:45:00,79.2,14.6,1.4,1221,4.1,218,12.3,44,2.1,0.32,1
2015-09-04 02:00:00,77.5,14.1,1.2,1200,4.2,220,12.4,47,2.1,0.3,0
2015-09-04 02:15:00,78.3,14.6,1.4,1225,4.3,216,12.1,45,2.1,0.31,0
2015-09-04 02:30:00,80.1,14.5,1.4,1215,4.4,219,12.2,45,2.0,0.31,0
2015-09-04 02:45:00,79.2,14.9,1.5,1195,4.3,219,12.3,44,2.2,0.31,0
2015-09-04 03:00:00,77.1,14.7,1.5,1209,4.2,219,12.4,50,2.2,0.29,0
2015-09-04 03:15:00,79.0,14.3,1.2,1214,4.1,220,12.3,45,2.0,0.31,0
2015-09-04 03:30:00,79.3,14.3,1.6,1198,4.2,219,12.6,45,2.0,0.32,1
2015-09-04 03:45:00,80.7,14.0,1.5,1197,4.4,218,12.0,49,2.1,0.32,1
2015-09-04 04:00:00,79.9,14.4,1.4,1222,4.2,217,12.2,49,2.1,0.3,0
2015-09-04 04:15:00,81.4,14.1,1.5,1226,4.5,217,12.1,46,2.0,0.3,0
2015-09-04 04:30:00,79.3,14.6,1.4,1206,4.3,217,12.3,46,2.2,0.3,0
2015-09-04 04:45:00,80.3,14.6,1.5,1221,4.2,215,12.1,48,2.2,0.33,0
2015-09-04 05:00:00,79.7,14.2,1.4,1211,4.3,218,12.1,48,2.0,0.33,0
2015-09-04 05:15:00,79.3,14.2,1.3,1203,4.4,220,12.5,46,2.1,0.32,0
2015-09-04 05:30:00,81.3,14.8,1.6,1215,4.2,216,12.1,47,2.1,0.3,1
2015-09-04 05:45:00,78.1,14.6,1.5,1203,4.2,219,12.1,49,2.1,0.34,0
2015-09-04 06:00:00,80.4,14.1,1.5,1233,4.3,218,12.1,47,2.1,0.31,0
2015-09-04 06:15:00,80.3,14.4,1.3,1211,4.2,216,12.0,48,2.0,0.29,0
2015-09-04 06:30:00,82.6,13.6,1.7,1232,4.5,218,11.9,46,1.9,0.32,1
2015-09-04 06:45:00,79.3,14.6,1.4,1204,4.2,221,12.7,45,2.1,0.29,0
2015-09-04 07:00:00,81.1,14.2,1.7,1199,4.0,218,12.1,45,2.2,0.35,1
2015-09-04 07:15:00,80.2,14.6,1.3,1205,4.2,218,12.2,45,2.1,0.26,0
2015-09-04 07:30:00,80.0,14.8,1.4,1214,4.3,214,12.2,43,2.1,0.29,0
2015-09-04 07:45:00,81.7,14.1,1.6,1205,4.4,218,12.1,44,2.1,0.34,0
2015-09-04 08:00:00,79.4,14.9,1.4,1211,4.3,221,12.3,43,2.0,0.3,0
2015-09-04 08:15:00,78.3,15.2,1.4,1201,4.2,215,12.6,42,2.1,0.27,0
2015-09-04 08:30:00,80.3,14.0,1.4,1217,4.3,218,12.3,45,2.2,0.28,1
2015-09-04 08:45:00,81.3,14.6,1.6,1218,4.2,216,11.9,46,2.1,0.34,0
2015-09-04 09:00:00,78.8,14.5,1.3,1194,4.1,218,12.6,44,2.0,0.29,0
2015-09-04 09:15:00,80.2,14.5,1.3,1198,4.3,219,12.6,44,2.1,0.28,1
2015-09-04 09:30:00,77.9,14.6,1.2,1231,4.1,221,12.2,50,2.1,0.31,0
2015-09-04 09:45:00,79.2,14.7,1.4,1198,4.2,217,12.5,45,2.0,0.32,0
2015-09-04 10:00:00,78.7,15.2,1.5,1201,4.1,220,12.0,44,2.0,0.32,0
2015-09-04 10:15:00,79.9,14.8,1.4,1211,4.1,217,12.1,46,2.1,0.3,0
2015-09-04 10:30:00,81.2,14.8,1.7,1227,4.3,217,12.2,46,2.0,0.34,1
2015-09-04 10:45:00,76.7,14.5,1.3,1205,4.1,216,12.2,46,2.1,0.3,0
2015-09-04 11:00:00,76.9,14.9,1.2,1208,4.1,224,12.2,45,2.1,0.26,0
2015-09-04 11:15:00,77.5,14.0,1.4,1199,4.2,220,12.3,45,2.2,0.26,0
2015-09-04 11:30:00,75.2,15.5,1.1,1203,4.1,221,12.5,46,2.2,0.29,0
2015-09-04 11:45:00,76.4,15.6,1.3,1204,4.0,221,12.6,46,2.1,0.36,0
2015-09-04 12:00:00,77.2,14.8,1.3,1211,4.2,219,12.5,44,2.1,0.3,0
2015-09-04 12:15:00,76.4,14.3,1.2,1207,4.2,218,12.5,48,2.2,0.27,1
2015-09-04 12:30:00,75.2,15.5,1.2,1199,4.0,219,12.3,45,2.1,0.28,0
2015-09-04 12:45:00,75.2,14.7,1.1,1203,4.1,225,12.7,45,2.2,0.23,0
2015-09-04 13:00:00,75.9,14.9,1.3,1209,4.1,220,12.7,46,2.1,0.3,0
2015-09-04 13:15:00,76.2,14.5,1.3,1207,4.3,219,12.4,42,2.1,0.32,0
2015-09-04 13:30:00,74.5,15.4,1.3,1192,4.2,217,12.6,46,2.2,0.3,0
2015-09-04 13:45:00,74.1,15.9,1.1,1204,3.9,219,12.7,42,2.2,0.27,0
2015-09-04 14:00:00,71.8,15.8,1.1,1184,4.1,223,12.6,46,2.3,0.29,0
2015-09-04 14:15:00,71.9,14.8,1.0,1190,4.0,221,13.0,44,2.2,0.23,0
2015-09-04 14:30:00,74.8,14.8,1.2,1202,4.3,222,12.5,47,2.2,0.28,0
2015-09-04 14:45:00,74.0,15.1,1.1,1194,4.1,222,12.2,43,2.2,0.28,0
2015-09-04 15:00:00,73.3,14.8,1.1,1202,4.1,220,12.5,44,2.1,0.25,0
2015-09-04 15:15:00,72.1,15.5,1.0,1181,4.0,226,12.6,46,2.2,0.24,0
2015-09-04 15:30:00,73.5,14.8,1.1,1195,4.1,219,13.1,43,2.2,0.23,1
2015-09-04 15:45:00,72.2,14.9,1.2,1199,4.0,222,12.5,47,2.3,0.29,0
2015-09-04 16:00:00,71.2,15.8,1.0,1203,4.1,224,12.5,42,2.4,0.24,0
2015-09-04 16:15:00,70.2,15.5,0.9,1197,4.1,222,12.7,44,2.2,0.22,1
2015-09-04 16:30:00,72.0,15.3,0.8,1188,4.1,219,12.8,44,2.2,0.23,0
2015-09-04 16:45:00,70.9,15.7,1.0,1201,4.1,224,12.6,47,2.3,0.28,0
2015-09-04 17:00:00,69.9,15.6,1.1,1178,4.1,222,12.7,42,2.2,0.29,0
2015-09-04 17:15:00,71.7,15.2,0.9,1194,4.0,222,12.6,44,2.2,0.27,0
2015-09-04 17:30:00,71.9,15.5,1.2,1200,4.2,220,12.5,44,2.2,0.31,0
2015-09-04 17:45:00,70.0,15.8,1.0,1190,4.0,220,12.5,41,2.3,0.28,0
2015-09-04 18:00:00,72.0,15.7,1.0,1193,4.2,220,12.4,44,2.2,0.27,0
2015-09-04 18:15:00,70.0,15.3,1.1,1178,4.0,222,12.8,46,2.3,0.27,0
2015-09-04 18:30:00,71.8,15.4,1.1,1200,3.9,221,12.7,44,2.2,0.28,0
2015-09-04 18:45:00,71.3,15.1,0.9,1201,3.9,220,12.5,47,2.3,0.26,0
2015-09-04 19:00:00,71.5,15.7,0.9,1182,3.9,223,12.8,43,2.2,0.28,0
2015-09-04 19:15:00,70.3,15.3,1.1,1197,3.9,222,12.3,46,2.4,0.23,0
2015-09-04 19:30:00,69.5,15.5,0.9,1172,4.0,225,13.3,47,2.2,0.25,0
2015-09-04 19:45:00,71.1,15.6,1.1,1205,4.1,223,12.6,42,2.3,0.27,0
2015-09-04 20:00:00,71.6,15.8,0.9,1191,4.0,222,12.2,41,2.2,0.27,0
2015-09-04 20:15:00,71.7,15.4,1.1,1208,4.0,223,12.8,49,2.2,0.28,0
2015-09-04 20:30:00,69.8,15.6,0.9,1195,4.0,222,12.7,42,2.2,0.26,0
2015-09-04 20:45:00,71.9,15.5,1.2,1184,4.0,220,12.9,43,2.3,0.32,0
2015-09-04 21:00:00,72.7,15.2,1.0,1191,4.0,225,12.4,45,2.2,0.27,0
2015-09-04 21:15:00,71.8,15.7,1.1,1193,4.0,223,12.4,42,2.2,0.31,0
2015-09-04 21:30:00,72.5,14.8,1.1,1197,4.0,225,12.6,40,2.2,0.28,0
2015-09-04 21:45:00,72.4,15.2,0.9,1196,4.0,222,12.7,47,2.2,0.23,0
2015-09-04 22:00:00,72.2,15.0,1.2,1196,4.3,221,12.4,43,2.3,0.26,0
2015-09-04 22:15:00,73.6,14.9,1.2,1191,4.0,221,12.5,49,2.2,0.28,0
2015-09-04 22:30:00,71.7,15.4,0.9,1194,3.8,222,13.0,44,2.2,0.26,0
2015-09-04 22:45:00,74.2,15.0,1.0,1199,4.1,222,12.7,49,2.2,0.26,0
2015-09-04 23:00:00,72.9,14.9,1.2,1191,4.2,218,12.8,46,2.2,0.26,0
2015-09-04 23:15:00,75.0,14.5,1.3,1197,4.3,220,12.7,43,2.2,0.3,0
2015-09-04 23:30:00,73.6,14.2,1.0,1204,3.9,218,12.3,45,2.1,0.3,0
2015-09-04 23:45:00,75.2,15.1,1.1,1193,4.2,222,12.6,44,2.1,0.26,0
2015-09-05 00:00:00,75.5,14.3,1.0,1180,4.2,221,12.2,45,2.2,0.28,0
2015-09-05 00:15:00,77.8,14.5,1.2,1206,4.3,219,12.3,48,2.1,0.29,0
2015-09-05 00:30:00,74.8,15.2,1.1,1187,4.1,220,12.8,43,2.2,0.28,0
2015-09-05 00:45:00,76.3,14.9,1.2,1211,4.2,217,12.2,46,2.1,0.28,0
2015-09-05 01:00:00,77.8,14.8,1.5,1202,4.0,218,12.4,48,2.1,0.35,0
2015-09-05 01:15:00,75.8,14.8,1.4,1187,4.2,219,12.8,44,2.2,0.29,1
2015-09-05 01:30:00,77.0,14.7,1.1,1208,4.0,217,12.1,43,2.1,0.29,0
2015-09-05 01:45:00,77.2,14.8,1.2,1214,4.2,218,12.6,46,2.1,0.26,0
2015-09-05 02:00:00,77.7,14.4,1.5,1195,4.1,220,12.5,47,2.1,0.31,0
2015-09-05 02:15:00,79.2,14.5,1.4,1219,4.3,214,12.5,47,2.1,0.31,1
2015-09-05 02:30:00,77.4,14.6,1.3,1203,4.1,220,12.2,47,2.1,0.33,0
2015-09-05 02:45:00,80.9,14.1,1.5,1205,4.6,218,12.5,47,1.9,0.31,0
2015-09-05 03:00:00,78.4,14.8,1.4,1181,4.2,217,12.6,47,2.1,0.32,0
2015-09-05 03:15:00,77.9,14.6,1.3,1219,4.2,217,12.2,46,2.1,0.3,1
2015-09-05 03:30:00,77.5,14.5,1.3,1205,4.2,218,12.7,47,2.2,0.31,0
2015-09-05 03:45:00,79.6,14.6,1.5,1199,4.3,218,11.9,46,2.0,0.31,0
2015-09-05 04:00:00,79.2,14.6,1.4,1216,4.2,218,12.3,45,2.0,0.31,0
2015-09-05 04:15:00,80.4,14.4,1.5,1222,4.3,218,12.2,45,2.0,0.31,0
2015-09-05 04:30:00,80.5,14.9,1.6,1224,4.1,220,12.3,47,2.1,0.33,1
2015-09-05 04:45:00,79.7,14.3,1.3,1207,4.2,218,12.2,49,2.1,0.29,0
2015-09-05 05:00:00,79.7,14.4,1.4,1198,4.3,217,12.1,47,2.1,0.3,0
2015-09-05 05:15:00,83.5,14.3,1.6,1220,4.2,214,11.7,45,1.9,0.34,1
2015-09-05 05:30:00,80.0,14.7,1.6,1206,4.3,218,12.5,48,2.1,0.29,1
2015-09-05 05:45:00,80.4,14.6,1.5,1206,4.3,213,12.4,46,2.0,0.33,0
2015-09-05 06:00:00,80.4,14.4,1.5,1212,4.1,215,12.0,47,2.1,0.36,0
2015-09-05 06:15:00,80.4,13.9,1.5,1213,4.3,217,12.3,44,2.1,0.32,1
2015-09-05 06:30:00,81.0,14.3,1.6,1228,4.1,214,12.3,46,2.1,0.32,1
2015-09-05 06:45:00,81.3,14.0,1.4,1211,4.1,217,12.2,46,2.1,0.28,1
2015-09-05 07:00:00,79.1,14.9,1.6,1199,4.2,217,12.3,45,2.1,0.35,0
2015-09-05 07:15:00,79.5,14.0,1.4,1206,4.2,217,12.2,45,2.1,0.32,0
2015-09-05 07:30:00,80.4,14.8,1.6,1198,4.3,216,12.4,46,2.1,0.34,0
2015-09-05 07:45:00,81.1,14.5,1.6,1210,4.3,219,12.3,44,2.0,0.34,1
2015-09-05 08:00:00,80.1,14.5,1.2,1197,4.3,217,12.3,46,2.0,0.28,1
2015-09-05 08:15:00,80.6,15.1,1.4,1228,4.2,218,12.3,46,2.1,0.3,1
2015-09-05 08:30:00,80.6,14.5,1.6,1225,4.4,218,12.1,45,2.0,0.3,1
2015-09-05 08:45:00,79.7,14.9,1.4,1210,4.2,215,12.5,47,2.1,0.32,0
2015-09-05 09:00:00,78.2,14.8,1.5,1210,4.3,217,12.6,45,2.1,0.31,1
2015-09-05 09:15:00,80.6,14.0,1.6,1235,4.2,217,12.5,46,2.1,0.37,1
2015-09-05 09:30:00,77.5,14.9,1.2,1201,4.1,221,12.5,42,2.1,0.27,0
2015-09-05 09:45:00,78.5,14.8,1.3,1213,4.2,216,12.6,49,2.1,0.3,0
2015-09-05 10:00:00,77.7,15.0,1.3,1199,4.2,216,12.2,43,2.1,0.28,0
2015-09-05 10:15:00,78.3,14.8,1.4,1216,4.2,218,12.2,48,2.1,0.3,1
2015-09-05 10:30:00,78.9,14.6,1.3,1213,4.1,217,12.2,46,2.1,0.28,0
2015-09-05 10:45:00,77.9,15.4,1.3,1216,4.2,219,12.1,47,2.1,0.31,0
2015-09-05 11:00:00,77.0,14.5,1.3,1200,4.1,219,12.5,46,2.1,0.31,0
2015-09-05 11:15:00,77.3,14.8,1.4,1193,4.2,220,12.1,48,2.1,0.33,0
2015-09-05 11:30:00,78.4,14.0,1.4,1209,4.1,215,12.4,43,2.2,0.31,1
2015-09-05 11:45:00,78.4,14.9,1.4,1217,4.0,220,12.5,45,2.1,0.3,0
2015-09-05 12:00:00,76.6,14.7,1.1,1228,4.2,218,12.7,47,2.2,0.27,0
2015-09-05 12:15:00,76.9,14.3,1.3,1207,4.2,219,12.6,45,2.1,0.31,0
2015-09-05 12:30:00,74.8,15.1,1.2,1196,4.1,214,12.7,47,2.1,0.28,0
2015-09-05 12:45:00,76.6,15.0,1.2,1207,4.2,219,12.5,44,2.0,0.27,0
2015-09-05 13:00:00,72.6,15.4,1.1,1199,4.1,223,12.7,43,2.2,0.28,0
2015-09-05 13:15:00,76.6,15.0,1.3,1204,4.2,218,12.5,47,2.1,0.31,0
2015-09-05 13:30:00,74.7,14.7,1.2,1194,4.0,224,12.3,42,2.1,0.3,0
2015-09-05 13:45:00,75.4,14.7,1.2,1212,4.1,221,12.1,49,2.2,0.28,0
2015-09-05 14:00:00,74.7,14.6,1.1,1213,4.1,221,12.5,47,2.2,0.28,0
2015-09-05 14:15:00,71.4,15.6,0.9,1181,4.1,222,12.3,43,2.3,0.27,0
2015-09-05 14:30:00,72.5,15.0,1.2,1197,4.0,219,12.4,48,2.2,0.28,0
2015-09-05 14:45:00,72.7,15.2,1.1,1195,3.9,223,12.5,43,2.2,0.26,0
2015-09-05 15:00:00,72.9,15.0,0.9,1185,4.0,219,12.5,43,2.2,0.23,0
2015-09-05 15:15:00,73.6,15.6,1.1,1204,4.1,221,12.6,46,2.2,0.26,0
2015-09-05 15:30:00,73.7,15.4,1.3,1172,4.2,221,12.8,42,2.2,0.32,0
2015-09-05 15:45:00,71.2,15.4,1.0,1198,3.9,220,12.7,42,2.3,0.25,1
2015-09-05 16:00:00,71.7,15.5,0.9,1207,4.1,221,12.5,45,2.2,0.26,0
2015-09-05 16:15:00,70.4,15.3,0.9,1208,4.1,219,12.6,46,2.3,0.23,0
